id,source,text
246,visible:span[dir='auto'],"大家會怎麼排這幾間 我好困擾🥺🥺🥺
國立屏東大學 教育心理與輔導學
銘傳 諮商臨床
輔仁 社會學系
東吳 社會學系
東海 社會學系
世新 社會心理學系
文化 心理輔導
亞洲 心理學系 諮商臨床
亞洲 心理學系 社會工商
高醫 社工
輔仁 社工"
247,visible:span[dir='auto'],實踐東吳這麼近喔我今天才知道
249,visible:span[dir='auto'],"東吳會計系好 還是彰師大 或中正
1
/
2"
250,visible:span[dir='auto'],"東吳現主時
1
/
2"
252,visible:span[dir='auto'],"最近開始填志願
歡迎來當我學弟妹
\東吳社會第一名/"
253,visible:span[dir='auto'],"政大阿拉伯/中央法文/成大政治/東吳法律/輔大法律
選哪個，這幾個排名是如何？
1
/
2"
254,visible:span[dir='auto'],為什麼那麼緊張😭還要緊張到18號…… 我繁星46%要繁東吳歷史系是不是太渺茫了……但我真的好希望能繁上 我真的好想上東吳的歷史系😭😭😭
255,visible:span[dir='auto'],"這次黃仁勳演講疑似被中傷到的大學
東吳大學、台北大學、政治大學、中興大學、中正大學、彰師大、亞洲大學"
256,visible:span[dir='auto'],"到底要不要重考啊。。
不是說東吳不好
但就是不甘心自己高中前三志願
結果連國立好一點的大學都沒有
人生就一次我連台清交成政都考不上嗎。
也不想被別人看不起
一點都不知道自己要的是什麼
1
/
2"
257,visible:span[dir='auto'],"有人問為什麼要讀東吳
因為會有學妹在你畢業的時候
送花給你當驚喜啊 好暖心.."
260,visible:span[dir='auto'],"每天起床第一件事情就是開東吳App看成績出來了沒，至今還有6科沒出來
1
/
2"
261,visible:span[dir='auto'],"東吳的那個狀況真的好誇張⋯⋯
沒辦法想像原本正取的人突然變成備取會有多難過"
264,visible:span[dir='auto'],"應該要去考分科了
東吳或北大會計
但如果上了北大會計
我爸說不要想一月重考了。
東吳課業我應該沒辦法同時顧兩邊
所以我這輩子沒台大了
幹我就這樣。"
265,visible:span[dir='auto'],為什麼感覺別人的新生群都很嗨，我們東吳資科都沒什麼人在講話🥸
266,visible:span[dir='auto'],"JYP來參觀東吳大學！
🕺🦍
1
/
2"
274,visible:span[dir='auto'],"來東吳外雙溪面試會緊張的人可以找我 我會穿得很邋遢的安慰你
1
/
2"
275,visible:span[dir='auto'],今天面試東吳法 我感覺三個教授都是白臉 然後還很和善是正確的嗎（？
276,visible:span[dir='auto'],"東吳大學你夠了。
1
/
2"
280,visible:span[dir='auto'],面試東吳企管的不要緊張！老師人很好 講話也很溫柔 正常發揮就好 問題都是備審裡的
281,visible:span[dir='auto'],有東吳的同學嗎🥹！
284,visible:span[dir='auto'],"東吳又又又又又變成泛舟河了
要不是期末考上禮拜就結束了不然今天絕對會氣死"
285,visible:span[dir='auto'],"我剛剛被嗆說沒學歷，
對方說他東吳的
東吳是很厲害的學校？？"
290,visible:span[dir='auto'],我是大學生ㄌ⋯雖然學測確實沒有很好 但是備審跟面試都蠻高的嘿 也謝謝教授給我高分 我是東吳人啦(≧ω≦)
293,visible:span[dir='auto'],"我考上東吳英文了
學長姐建議我去讀嗎？還是分科？
🥹🙏"
296,visible:span[dir='auto'],東吳大學敢不敢把冷氣開強一點
297,visible:span[dir='auto'],"我現在應該要直接東吳法（正取）就填還是分科去台大政治（地理歷史57）北大法（歷史公民53）成大法（歷史公民54）其中一個 不知道我整個好難過就算考上了也覺得整個人好疲憊
1
/
2"
298,visible:span[dir='auto'],有誰上東吳資料科學
299,visible:span[dir='auto'],"本酪數學底標🥑
這樣東吳英文還有希望嗎？😓
1
/
2"
301,visible:span[dir='auto'],選 東吳物理 還是 中原土木 啊
303,visible:span[dir='auto'],"輔大法律系和東吳法律系，你會選哪一間？
1
/
2"
306,visible:span[dir='auto'],"剛剛搭Uber去醫院複診
是一位大叔吧
問我讀哪間大學
我說東吳
他就震驚 下一句問我什麼系
我回企管系
他就語氣超可惜的那種（臉也看得出是
就跟我說有機會就轉系吧
我？？？？？
還說讀一些對未來沒用的系就是浪費時間+錢
⋯
但後面又跟我說他姪子讀東吳音樂系
就一直狂說他姪子多厲害 東吳音樂系多厲害
我：喔～這麼厲害喔～那真的蠻厲害欸～
乾 東吳企管真的很爛嗎？
雖然我一直靠北東吳是爛大學😗
但我畢竟認真爬文爬幾天
選的企管系 選的東吳欸(;´༎ຶД༎ຶ`)
不用踩得一文不值吧(;´༎ຶД༎ຶ`)"
307,visible:span[dir='auto'],我看榜單上只要有填輔仁經濟就會填東吳經濟，你們都把哪個排前面啊，我真的好猶豫，而且這備取也不一定能上🫠
308,visible:span[dir='auto'],"東吳你真的很誇張了
1
/
2"
309,visible:span[dir='auto'],"幹幹幹😭💗
東吳心理正取1
東吳法律正取1
1
/
2"
310,visible:span[dir='auto'],"國13 英9 數B 8 社12
-
中山大學 政治經濟
中正大學 政治系
彰師大 會計
東吳大學 會計
高雄大學 政治法律
輔仁大學 法律系
-
這些學校有哪些 一階會過的嗎🥹🥹
1
/
2"
311,visible:span[dir='auto'],東吳法律系我來了😁😁
312,visible:span[dir='auto'],"想問東海法律師資和讀書風氣怎麼樣？
很喜歡學校的宿舍和校園，所以有點想把它排第一志願……（成績有機會一階過東吳、高大、中正法，但東吳在台北加上要讀五年，家人覺得會花太多錢所以不考慮；；）
1
/
2"
314,visible:span[dir='auto'],東吳經濟 輔仁會計 中正社福 選哪個？
316,visible:span[dir='auto'],"這禮拜要去面試
東吳經濟跟輔仁統資
想問問學長姐們有沒有之前面試會問的問題😭"
317,visible:span[dir='auto'],"繁星上了東吳大學英文學系！！
有誰也是嗎🥹🥹
也想問問英文學系有甚麼需要準備跟注意的事情！"
319,visible:span[dir='auto'],"優秀如我大東吳 上課沒位置坐 唯一的位置被佔位
重點我還不是加簽😃
1
/
2"
321,visible:span[dir='auto'],"請大家善待東吳法學生，共勉之
東吳大學
1
/
2"
322,visible:span[dir='auto'],東吳新生群已經玩起了誰是臥底
323,visible:span[dir='auto'],想跟各位優秀的工程師前輩請教，如果想讀在職資工碩，往資料科學或人工智慧的領域發展，建議買mac還是windows之類的，以中興資管、資工、人工智慧與資料科學的在職碩為例，因為今天mac漲很大怕買錯了，浪費，謝謝
326,visible:span[dir='auto'],這咖怎麼還在東吳搞笑
327,visible:span[dir='auto'],"東吳法的小編到底是誰
1
/
2"
328,visible:span[dir='auto'],"重考第三年 我依舊選擇東吳政治
尤其是沒有張書衫的東吳政治
東吳政治
1
/
2"
330,visible:span[dir='auto'],"東吳大學的新生
坐557或300的時候
⚠️不要在東吳大學（錢穆故居）站按下車
直接坐到最終站
不然要走到裡面會走到死😞☝️
1
/
2"
